------------PRINTCODE :B--------------
#_2:;MNDL;Quantity: ;100;price:;10,02;Next price: ;;
#_3:;MNDL;Quantity: ;250;price:;10,02;Next price: ;;
#_4:;MNDL;Quantity: ;500;price:;4,91;Next price: ;;
#_5:;MNDL;Quantity: ;1.000;price:;4,91;Next price: ;;
#_6:;MNDL;Quantity: ;2.500;price:;4,91;Next price: ;;
#_7:;MNDL;Quantity: ;5.000;price:;4,91;Next price: ;;
#_8:;MNDL;Quantity: ;10.000;price:;4,91;Next price: ;;
#_9:;MNDL;Quantity: ;20.000;price:;4,91;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :DL--------------
#_0:;MNDL;Quantity: ;1;price:;38,61;Next price: ;;
#_1:;MNDL;Quantity: ;50;price:;25,74;Next price: ;;
#_2:;MNDL;Quantity: ;100;price:;25,04;Next price: ;;
#_3:;MNDL;Quantity: ;250;price:;25,04;Next price: ;;
#_4:;MNDL;Quantity: ;500;price:;12,29;Next price: ;;
#_5:;MNDL;Quantity: ;1.000;price:;12,29;Next price: ;;
#_6:;MNDL;Quantity: ;2.500;price:;12,29;Next price: ;;
#_7:;MNDL;Quantity: ;5.000;price:;12,29;Next price: ;;
#_8:;MNDL;Quantity: ;10.000;price:;12,29;Next price: ;;
#_9:;MNDL;Quantity: ;20.000;price:;12,29;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :DO1--------------
#_0:;MNDO1;Quantity: ;1;price:;8,49;Next price: ;;
#_1:;MNDO1;Quantity: ;50;price:;5,67;Next price: ;;
#_2:;MNDO1;Quantity: ;100;price:;4,17;Next price: ;;
#_3:;MNDO1;Quantity: ;250;price:;3,76;Next price: ;;
#_4:;MNDO1;Quantity: ;500;price:;3,44;Next price: ;;
#_5:;MNDO1;Quantity: ;1.000;price:;2,63;Next price: ;;
#_6:;MNDO1;Quantity: ;2.500;price:;2,37;Next price: ;;
#_7:;MNDO1;Quantity: ;5.000;price:;1,81;Next price: ;;
#_8:;MNDO1;Quantity: ;10.000;price:;1,40;Next price: ;;
#_9:;MNDO1;Quantity: ;20.000;price:;1,23;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :DPT--------------
#_0:;MNDPT;Quantity: ;1;price:;0,31;Next price: ;;
#_1:;MNDPT;Quantity: ;50;price:;0,31;Next price: ;;
#_2:;MNDPT;Quantity: ;100;price:;0,24;Next price: ;;
#_3:;MNDPT;Quantity: ;250;price:;0,24;Next price: ;;
#_4:;MNDPT;Quantity: ;500;price:;0,08;Next price: ;;
#_5:;MNDPT;Quantity: ;1.000;price:;0,08;Next price: ;;
#_6:;MNDPT;Quantity: ;2.500;price:;0,08;Next price: ;;
#_7:;MNDPT;Quantity: ;5.000;price:;0,08;Next price: ;;
#_8:;MNDPT;Quantity: ;10.000;price:;0,08;Next price: ;;
#_9:;MNDPT;Quantity: ;20.000;price:;0,08;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;116,61;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;116,61;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;116,61;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;116,61;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;116,61;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;116,61;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;116,61;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;116,61;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;116,61;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;116,61;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;55,93;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;38,61;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;29,09;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;20,75;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;18,64;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;17,63;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;17,32;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;17,08;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;16,22;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;15,44;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;53,74;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;37,13;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;28,00;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;19,97;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;17,94;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;16,93;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;16,69;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;16,38;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;15,60;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;14,82;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;51,71;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;35,72;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;26,91;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;19,19;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;17,24;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;16,30;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;16,07;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;15,76;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;14,98;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;14,27;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;49,69;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;34,40;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;25,90;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;18,49;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;16,54;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;15,68;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;15,44;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;15,21;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;14,43;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;13,73;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;47,81;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;33,07;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;24,88;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;17,78;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;15,91;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;15,05;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;14,82;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;14,59;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;13,88;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;13,18;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;45,94;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;31,75;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;23,87;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;17,08;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;15,29;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;14,51;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;14,27;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;14,04;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;13,34;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;12,71;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;44,23;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;30,58;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;23,01;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;16,38;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;14,74;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;13,88;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;13,73;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;13,49;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;12,79;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;12,17;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;42,51;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;29,41;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;22,07;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;15,76;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;14,20;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;13,34;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;13,18;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;12,95;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;12,32;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;11,70;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;40,87;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;28,24;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;21,22;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;15,21;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;13,65;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;12,87;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;12,64;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;12,48;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;11,86;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;11,31;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;39,31;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;27,14;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;20,44;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;14,59;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;13,10;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;12,40;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;12,17;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;12,01;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;11,39;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;10,84;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;37,83;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;26,13;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;19,66;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;14,04;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;12,56;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;11,86;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;11,70;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;11,54;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;11,00;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;10,45;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;36,35;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;25,12;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;18,88;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;13,49;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;12,09;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;11,47;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;11,23;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;11,08;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;10,53;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;10,06;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;34,94;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;24,10;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;18,17;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;12,95;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;11,62;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;11,00;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;10,84;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;10,69;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;10,14;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;9,67;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;33,62;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;23,24;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;17,47;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;12,48;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;11,23;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;10,53;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;10,37;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;10,30;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;9,75;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;9,28;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;32,29;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;22,31;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;16,77;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;12,01;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;10,76;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;10,14;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;9,98;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;9,83;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;9,36;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;8,89;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;31,04;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;21,45;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;16,15;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;11,54;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;10,37;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;9,75;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;9,59;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;9,52;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;9,05;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;8,58;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;29,87;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;20,67;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;15,52;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;11,08;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;9,98;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;9,36;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;9,28;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;9,13;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;8,66;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;8,27;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;28,70;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;19,81;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;14,90;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;10,69;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;9,59;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;9,05;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;8,89;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;8,81;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;8,35;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;7,96;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;27,61;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;19,11;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;14,35;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;10,30;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;9,20;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;8,66;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;8,58;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;8,42;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;8,03;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;7,64;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;26,60;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;18,33;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;13,81;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;9,83;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;8,89;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;8,35;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;8,19;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;8,11;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;7,72;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;7,33;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;25,58;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;17,63;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;13,26;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;9,52;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;8,50;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;8,03;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;7,88;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;7,80;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;7,41;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;7,02;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :E--------------
#_0:;MNE;Quantity: ;1;price:;24,57;Next price: ;;
#_1:;MNE;Quantity: ;50;price:;17,00;Next price: ;;
#_2:;MNE;Quantity: ;100;price:;12,79;Next price: ;;
#_3:;MNE;Quantity: ;250;price:;9,13;Next price: ;;
#_4:;MNE;Quantity: ;500;price:;8,19;Next price: ;;
#_5:;MNE;Quantity: ;1.000;price:;7,72;Next price: ;;
#_6:;MNE;Quantity: ;2.500;price:;7,64;Next price: ;;
#_7:;MNE;Quantity: ;5.000;price:;7,49;Next price: ;;
#_8:;MNE;Quantity: ;10.000;price:;7,18;Next price: ;;
#_9:;MNE;Quantity: ;20.000;price:;6,79;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :L0--------------
#_0:;MNL0;Quantity: ;1;price:;1,58;Next price: ;;
#_1:;MNL0;Quantity: ;50;price:;1,58;Next price: ;;
#_2:;MNL0;Quantity: ;100;price:;1,58;Next price: ;;
#_3:;MNL0;Quantity: ;250;price:;1,58;Next price: ;;
#_4:;MNL0;Quantity: ;500;price:;1,58;Next price: ;;
#_5:;MNL0;Quantity: ;1.000;price:;1,58;Next price: ;;
#_6:;MNL0;Quantity: ;2.500;price:;1,58;Next price: ;;
#_7:;MNL0;Quantity: ;5.000;price:;1,58;Next price: ;;
#_8:;MNL0;Quantity: ;10.000;price:;1,58;Next price: ;;
#_9:;MNL0;Quantity: ;20.000;price:;1,58;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :L1--------------
#_0:;MNL1;Quantity: ;1;price:;4,18;Next price: ;;
#_1:;MNL1;Quantity: ;50;price:;2,33;Next price: ;;
#_2:;MNL1;Quantity: ;100;price:;1,93;Next price: ;;
#_3:;MNL1;Quantity: ;250;price:;1,52;Next price: ;;
#_4:;MNL1;Quantity: ;500;price:;1,47;Next price: ;;
#_5:;MNL1;Quantity: ;1.000;price:;1,14;Next price: ;;
#_6:;MNL1;Quantity: ;2.500;price:;0,99;Next price: ;;
#_7:;MNL1;Quantity: ;5.000;price:;0,99;Next price: ;;
#_8:;MNL1;Quantity: ;10.000;price:;0,99;Next price: ;;
#_9:;MNL1;Quantity: ;20.000;price:;0,99;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :L2--------------
#_0:;MNL2;Quantity: ;1;price:;5,22;Next price: ;;
#_1:;MNL2;Quantity: ;50;price:;2,89;Next price: ;;
#_2:;MNL2;Quantity: ;100;price:;2,41;Next price: ;;
#_3:;MNL2;Quantity: ;250;price:;1,93;Next price: ;;
#_4:;MNL2;Quantity: ;500;price:;1,88;Next price: ;;
#_5:;MNL2;Quantity: ;1.000;price:;1,40;Next price: ;;
#_6:;MNL2;Quantity: ;2.500;price:;1,23;Next price: ;;
#_7:;MNL2;Quantity: ;5.000;price:;1,23;Next price: ;;
#_8:;MNL2;Quantity: ;10.000;price:;1,23;Next price: ;;
#_9:;MNL2;Quantity: ;20.000;price:;1,23;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :L3--------------
#_0:;MNL3;Quantity: ;1;price:;7,47;Next price: ;;
#_1:;MNL3;Quantity: ;50;price:;4,50;Next price: ;;
#_2:;MNL3;Quantity: ;100;price:;3,70;Next price: ;;
#_3:;MNL3;Quantity: ;250;price:;2,49;Next price: ;;
#_4:;MNL3;Quantity: ;500;price:;2,37;Next price: ;;
#_5:;MNL3;Quantity: ;1.000;price:;1,88;Next price: ;;
#_6:;MNL3;Quantity: ;2.500;price:;1,72;Next price: ;;
#_7:;MNL3;Quantity: ;5.000;price:;1,72;Next price: ;;
#_8:;MNL3;Quantity: ;10.000;price:;1,72;Next price: ;;
#_9:;MNL3;Quantity: ;20.000;price:;1,72;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :L4--------------
#_0:;MNL4;Quantity: ;1;price:;9,81;Next price: ;;
#_1:;MNL4;Quantity: ;50;price:;6,26;Next price: ;;
#_2:;MNL4;Quantity: ;100;price:;5,30;Next price: ;;
#_3:;MNL4;Quantity: ;250;price:;3,21;Next price: ;;
#_4:;MNL4;Quantity: ;500;price:;3,19;Next price: ;;
#_5:;MNL4;Quantity: ;1.000;price:;2,70;Next price: ;;
#_6:;MNL4;Quantity: ;2.500;price:;2,46;Next price: ;;
#_7:;MNL4;Quantity: ;5.000;price:;2,29;Next price: ;;
#_8:;MNL4;Quantity: ;10.000;price:;2,29;Next price: ;;
#_9:;MNL4;Quantity: ;20.000;price:;2,29;Next price: ;;
---------------------END------------------------;
:
------------PRINTCODE :L5--------------
#_0:;MNL5;Quantity: ;1;price:;10,76;Next price: ;;
#_1:;MNL5;Quantity: ;50;price:;6,91;Next price: ;;
#_2:;MNL5;Quantity: ;100;price:;5,86;Next price: ;;
#_3:;MNL5;Quantity: ;250;price:;3,53;Next price: ;;
#_4:;MNL5;Quantity: ;500;price:;3,52;Next price: ;;
